txn_time,txn_date,order_id,uid,shop_id,gmv,rebate
10/30/2015 11:29,10/30/2015,968540,918350,123765,71.7,2
10/30/2015 11:50,10/30/2015,974812,328957,123765,24.5,2
10/30/2015 14:10,10/30/2015,19475,84682,123765,34.92,2
10/30/2015 15:15,10/30/2015,45727,60563,124113,7,2
10/30/2015 18:24,10/30/2015,89417,89481,124113,7,2
10/30/2015 10:29,10/30/2015,951642,697,124569,7,2
10/30/2015 10:30,10/30/2015,951699,338842,124569,7,2
10/30/2015 10:39,10/30/2015,954021,511152,124677,10,2
10/30/2015 12:47,10/30/2015,993721,145720,124953,27,2
10/30/2015 10:00,10/30/2015,945186,211832,125241,8,2
10/30/2015 17:28,10/30/2015,78538,945444,125241,7,2
10/30/2015 18:46,10/30/2015,94215,57678,125325,15,2
10/30/2015 7:45,10/30/2015,920883,977690,125697,4.4,1.32
10/30/2015 19:16,10/30/2015,101668,274048,125697,16,2
10/30/2015 17:40,10/30/2015,80721,928911,125925,53.3,2
10/30/2015 14:49,10/30/2015,37177,100157,126393,46.8,2
10/30/2015 10:50,10/30/2015,956843,547130,126417,0.01,0
10/30/2015 11:01,10/30/2015,959680,547130,126417,0.01,0
10/30/2015 16:22,10/30/2015,65725,373305,126417,25,2
10/30/2015 12:03,10/30/2015,979580,2593,126477,4.9,1.47
10/30/2015 14:48,10/30/2015,36955,379576,126477,7.5,2
10/30/2015 13:36,10/30/2015,8611,161617,126777,7,2
10/30/2015 13:38,10/30/2015,9328,870245,126777,8,2
10/30/2015 15:27,10/30/2015,49411,595492,126813,10,2
10/30/2015 15:49,10/30/2015,56535,892780,126813,10,2
10/30/2015 10:01,10/30/2015,945334,700298,126909,10,2
10/30/2015 18:33,10/30/2015,91448,27490,126957,7,2
10/30/2015 11:52,10/30/2015,975489,712070,127101,7,2
10/30/2015 14:43,10/30/2015,34509,8172,127101,7,2
10/30/2015 20:37,10/30/2015,122173,572911,127401,18.6,2
10/30/2015 18:22,10/30/2015,89141,929132,127593,25,2
10/30/2015 8:09,10/30/2015,923525,225435,127653,8.1,2
10/30/2015 16:54,10/30/2015,72233,350389,127653,10.5,2
10/30/2015 19:22,10/30/2015,103331,192375,127653,6.7,2
10/30/2015 19:40,10/30/2015,107794,158891,128229,60,2
10/30/2015 7:40,10/30/2015,920271,423,12513,7,2
10/30/2015 9:15,10/30/2015,935337,24378,128457,15,2
10/30/2015 19:23,10/30/2015,103678,482778,128733,45,2
10/30/2015 16:57,10/30/2015,72652,377927,128793,7.5,2
10/30/2015 12:29,10/30/2015,988847,781513,129237,3.4,1.02
10/30/2015 6:54,10/30/2015,916804,497056,129369,27,0
10/30/2015 7:23,10/30/2015,918817,668051,129369,12,2
10/30/2015 0:59,10/30/2015,908502,985233,129537,8.7,2
10/30/2015 1:19,10/30/2015,909648,887102,129537,2.5,0.75
10/30/2015 14:33,10/30/2015,29327,102942,12645,31.5,2
10/30/2015 21:04,10/30/2015,128572,982532,129693,74,2
10/30/2015 6:27,10/30/2015,914560,993449,130125,12,0
10/30/2015 8:08,10/30/2015,923459,984084,130125,10,0
10/30/2015 11:11,10/30/2015,962693,37803,130125,10,2
10/30/2015 17:37,10/30/2015,80144,993449,130125,12,0
10/30/2015 12:16,10/30/2015,984836,6907,130533,12.5,2
10/30/2015 9:16,10/30/2015,935600,6124,130557,10,2
10/30/2015 18:07,10/30/2015,85881,989802,130713,7,2
10/30/2015 13:11,10/30/2015,989,639821,130761,12,2
10/30/2015 19:59,10/30/2015,112542,5417,12801,7.3,2
10/30/2015 18:04,10/30/2015,85334,834679,131289,23.9,2
10/30/2015 13:56,10/30/2015,14651,2784,131349,32,2
10/30/2015 13:58,10/30/2015,15114,2784,131349,2,0
10/30/2015 19:57,10/30/2015,112138,540418,131349,24,2
10/30/2015 8:48,10/30/2015,929782,1575,131397,9,2
10/30/2015 8:51,10/30/2015,930297,8334,131397,8,2
10/30/2015 8:51,10/30/2015,930298,1575,131397,2,0
10/30/2015 8:53,10/30/2015,930691,175312,131397,8,2
10/30/2015 8:55,10/30/2015,931096,7379,131397,8,2
10/30/2015 8:56,10/30/2015,931231,849561,131397,9,2
10/30/2015 8:57,10/30/2015,931376,620696,131397,8.5,2
10/30/2015 8:57,10/30/2015,931422,849561,131397,2,0
10/30/2015 8:59,10/30/2015,931791,261297,131397,9,2
10/30/2015 9:00,10/30/2015,931972,261297,131397,2,0
10/30/2015 9:00,10/30/2015,932060,620696,131397,2,0
10/30/2015 9:02,10/30/2015,932458,585630,131397,8.5,2
10/30/2015 9:03,10/30/2015,932598,585630,131397,2,0
10/30/2015 9:10,10/30/2015,934157,282727,131397,8.5,2
10/30/2015 9:11,10/30/2015,934367,282727,131397,2,0
10/30/2015 10:21,10/30/2015,949648,923474,131397,8.5,2
10/30/2015 10:21,10/30/2015,949762,923474,131397,2,0
10/30/2015 10:24,10/30/2015,950542,507950,131397,7.5,2
10/30/2015 10:25,10/30/2015,950786,507950,131397,2,0
10/30/2015 10:50,10/30/2015,956823,514199,131397,8.5,2
10/30/2015 10:51,10/30/2015,956984,514199,131397,2,0
10/30/2015 10:51,10/30/2015,957111,120205,131397,9.5,2
10/30/2015 10:52,10/30/2015,957220,120205,131397,2,0
10/30/2015 10:52,10/30/2015,957228,869772,131397,8.5,2
10/30/2015 10:53,10/30/2015,957390,869772,131397,2,0
10/30/2015 10:53,10/30/2015,957631,557643,131397,8.5,2
10/30/2015 10:54,10/30/2015,957790,557643,131397,2,0
10/30/2015 11:06,10/30/2015,960960,86951,131397,8.5,2
10/30/2015 11:07,10/30/2015,961276,86951,131397,2,0
10/30/2015 11:08,10/30/2015,961620,559370,131397,8.5,2
10/30/2015 11:08,10/30/2015,961783,559370,131397,2,0
10/30/2015 11:23,10/30/2015,966245,990615,131397,7,2
10/30/2015 11:24,10/30/2015,966596,990615,131397,2,0
10/30/2015 12:55,10/30/2015,995382,840757,131397,10,2
10/30/2015 12:55,10/30/2015,995568,840757,131397,2,0
10/30/2015 13:53,10/30/2015,13921,6021,131397,10,2
10/30/2015 13:54,10/30/2015,14175,6021,131397,2,0
10/30/2015 14:38,10/30/2015,32159,584685,131397,9,2
10/30/2015 14:39,10/30/2015,32570,584685,131397,2,0
10/30/2015 17:43,10/30/2015,81266,971568,131397,8.5,2
10/30/2015 17:43,10/30/2015,81354,971568,131397,2,0
10/30/2015 18:43,10/30/2015,93470,164048,131397,7.5,2
10/30/2015 19:01,10/30/2015,97410,619482,131397,7.5,2
10/30/2015 19:02,10/30/2015,97603,140271,131397,7.5,2
10/30/2015 19:06,10/30/2015,98584,295468,131397,7.5,2
10/30/2015 20:45,10/30/2015,124009,785944,131397,8,2
10/30/2015 22:52,10/30/2015,152648,518763,131397,7.5,2
10/30/2015 23:04,10/30/2015,154856,661514,131397,8.5,2
10/30/2015 23:04,10/30/2015,154907,867722,131397,7,2
10/30/2015 23:27,10/30/2015,158716,134414,131397,7,2
10/30/2015 23:28,10/30/2015,158932,578,131397,7.5,2
10/30/2015 23:39,10/30/2015,160278,486930,131397,7,2
10/30/2015 20:16,10/30/2015,117256,945533,131433,4.6,1.38
10/30/2015 22:29,10/30/2015,147762,349578,131433,14,2
10/30/2015 13:37,10/30/2015,9063,161617,13341,7,2
10/30/2015 12:45,10/30/2015,993113,850108,13437,10,2
10/30/2015 11:29,10/30/2015,968490,388202,13893,7,2
10/30/2015 11:30,10/30/2015,968869,388202,13893,2,0
10/30/2015 14:44,10/30/2015,34969,615016,14529,0,0
10/30/2015 12:32,10/30/2015,989753,354951,16953,15.3,2
10/30/2015 11:53,10/30/2015,975663,555312,17013,31,2
10/30/2015 14:37,10/30/2015,31528,514862,17601,21,2
10/30/2015 16:58,10/30/2015,72909,776868,17601,46.5,2
10/30/2015 19:57,10/30/2015,112240,397922,18249,4.1,1.23
10/30/2015 11:00,10/30/2015,959220,254642,1641,11.6,2
10/30/2015 19:29,10/30/2015,105167,461908,20253,23,2
10/30/2015 15:37,10/30/2015,52924,946512,20625,9.4,2
10/30/2015 13:13,10/30/2015,1413,4874,21825,8,2
10/30/2015 21:00,10/30/2015,127576,445391,23109,10,2
10/30/2015 15:32,10/30/2015,51162,624902,24105,3,0.9
10/30/2015 17:04,10/30/2015,73892,623213,24105,8,2
10/30/2015 17:04,10/30/2015,73902,611664,24105,6.7,0
10/30/2015 17:46,10/30/2015,81792,27298,24105,3.3,0.99
10/30/2015 20:29,10/30/2015,120250,583050,24105,6,1.8
10/30/2015 19:01,10/30/2015,97341,874259,24333,7.3,2
10/30/2015 17:16,10/30/2015,76013,43092,24585,10,2
10/30/2015 12:51,10/30/2015,994549,394063,24657,0.01,0
10/30/2015 12:38,10/30/2015,991449,60189,24705,5,1.5
10/30/2015 12:38,10/30/2015,991548,60189,24705,5.5,0
10/30/2015 9:51,10/30/2015,943236,173558,25065,11.6,2
10/30/2015 19:07,10/30/2015,98936,57894,2205,8.64,2
10/30/2015 20:23,10/30/2015,118858,45150,2205,3.06,0.92
10/30/2015 22:59,10/30/2015,153898,29348,25377,7,2
10/30/2015 5:46,10/30/2015,913175,49134,25881,216,2
10/30/2015 17:46,10/30/2015,81814,378626,26109,7.3,2
10/30/2015 21:11,10/30/2015,129942,515543,26145,35.7,2
10/30/2015 8:38,10/30/2015,927950,892881,26817,4,1.2
10/30/2015 21:14,10/30/2015,130660,978797,26817,8.4,2
10/30/2015 12:30,10/30/2015,989166,7407,28029,24,2
10/30/2015 9:03,10/30/2015,932620,773566,28689,1.5,0.45
10/30/2015 11:47,10/30/2015,973967,1506,28689,6,1.8
10/30/2015 11:48,10/30/2015,974067,1506,28689,4,0
10/30/2015 12:40,10/30/2015,991983,915723,28689,2,0.6
10/30/2015 12:40,10/30/2015,992045,279528,28689,6.7,2
10/30/2015 14:08,10/30/2015,18649,272467,28689,2.5,0.75
10/30/2015 20:41,10/30/2015,123277,2870,29445,7.5,2
10/30/2015 21:01,10/30/2015,127915,615060,30705,18.4,2
10/30/2015 12:33,10/30/2015,990182,9948,31005,7,2
10/30/2015 15:53,10/30/2015,57917,2198,319641,9,2
10/30/2015 13:30,10/30/2015,6861,6094,320565,10,2
10/30/2015 20:21,10/30/2015,118339,151122,320589,5.9,1.77
10/30/2015 12:19,10/30/2015,985579,369557,320613,2.32,0.7
10/30/2015 20:42,10/30/2015,123469,919562,320613,12.2,2
10/30/2015 21:21,10/30/2015,132228,670027,31965,72.9,2
10/30/2015 12:55,10/30/2015,995407,462714,32277,21.5,2
10/30/2015 18:30,10/30/2015,90789,328943,32277,14.5,2
10/30/2015 12:09,10/30/2015,982270,5335,329949,4.9,1.47
10/30/2015 19:31,10/30/2015,105636,793231,329949,16.3,2
10/30/2015 20:54,10/30/2015,126353,4937,329949,8.8,2
10/30/2015 12:40,10/30/2015,991994,242945,329961,19.6,2
10/30/2015 20:15,10/30/2015,116870,9946,329985,23.1,2
10/30/2015 21:54,10/30/2015,139019,572967,329985,8.9,2
10/30/2015 12:22,10/30/2015,986566,513590,330153,8.4,2
10/30/2015 19:35,10/30/2015,106504,859673,330165,12.3,2
10/30/2015 20:54,10/30/2015,126298,535772,330165,8.3,2
10/30/2015 19:08,10/30/2015,99413,289255,330297,17.5,2
10/30/2015 20:08,10/30/2015,115166,864745,330297,8,2
10/30/2015 21:47,10/30/2015,137811,963060,330297,4.8,1.44
10/30/2015 19:55,10/30/2015,111605,987097,330321,4,1.2
10/30/2015 21:19,10/30/2015,131756,868220,330321,9.5,2
10/30/2015 22:06,10/30/2015,142184,43841,330381,10.8,2
10/30/2015 15:37,10/30/2015,53100,20718,330825,7.6,2
10/30/2015 17:06,10/30/2015,74265,910962,330837,10.5,2
10/30/2015 17:09,10/30/2015,74665,974722,330837,7,2
10/30/2015 17:11,10/30/2015,74968,910962,330837,7.2,0
10/30/2015 8:06,10/30/2015,923200,49670,330849,1.8,0.54
10/30/2015 12:02,10/30/2015,979270,412826,330849,11,0
10/30/2015 12:29,10/30/2015,988747,351920,330849,8.1,2
10/30/2015 10:13,10/30/2015,947923,850036,331881,8,2
10/30/2015 11:26,10/30/2015,967382,449225,334605,4.8,1.44
10/30/2015 13:12,10/30/2015,1308,198569,33177,7.5,2
10/30/2015 17:45,10/30/2015,81604,33468,335637,6.5,1.95
10/30/2015 13:33,10/30/2015,7866,182826,336117,13,2
10/30/2015 14:40,10/30/2015,32662,436872,336117,2.5,0.75
10/30/2015 13:15,10/30/2015,2162,650495,336141,10.5,2
10/30/2015 21:04,10/30/2015,128580,277572,336141,10,2
10/30/2015 23:07,10/30/2015,155433,796904,336141,9.5,2
10/30/2015 16:15,10/30/2015,64129,7674,336693,0,0
10/30/2015 20:54,10/30/2015,126308,2700,337689,7.9,2
10/30/2015 20:58,10/30/2015,127184,1128,337713,8.4,2
10/30/2015 11:49,10/30/2015,974387,546684,337917,31,2
10/30/2015 21:41,10/30/2015,136682,31549,337917,2.8,0.84
10/30/2015 14:44,10/30/2015,34664,146319,337929,3.4,1.02
10/30/2015 8:03,10/30/2015,922771,575381,338073,2.5,0
10/30/2015 18:07,10/30/2015,86075,140958,338085,25.5,2
10/30/2015 11:51,10/30/2015,975082,850277,338097,7,0
10/30/2015 18:35,10/30/2015,91669,2634,338097,14,2
10/30/2015 12:34,10/30/2015,990381,545426,339381,2.5,0.75
10/30/2015 15:41,10/30/2015,54418,894490,339381,3,0.9
10/30/2015 11:16,10/30/2015,964202,91145,339393,8.2,2
10/30/2015 8:57,10/30/2015,931412,102942,339477,4.85,1.46
10/30/2015 12:22,10/30/2015,986746,736239,33993,3.4,1.02
10/30/2015 13:09,10/30/2015,286,196319,343629,0.1,0
10/30/2015 14:20,10/30/2015,23596,862582,343629,30.5,2
10/30/2015 20:52,10/30/2015,125818,724915,344493,8.6,2
10/30/2015 19:39,10/30/2015,107607,248217,344505,9.7,2
10/30/2015 19:25,10/30/2015,104111,892167,344649,14,2
10/30/2015 12:19,10/30/2015,985840,6479,344661,55.8,2
10/30/2015 16:25,10/30/2015,66410,500145,344661,25.3,2
10/30/2015 16:57,10/30/2015,72683,597968,344673,4.5,1.35
10/30/2015 11:17,10/30/2015,964367,26659,345861,3.15,0.95
10/30/2015 14:38,10/30/2015,32182,7707,345921,7.7,2
10/30/2015 9:21,10/30/2015,936597,338550,346653,7.2,2
10/30/2015 18:00,10/30/2015,84611,832681,346653,25,2
10/30/2015 18:14,10/30/2015,87395,607651,346653,8.5,2
10/30/2015 16:54,10/30/2015,72085,175497,346761,62,2
10/30/2015 20:22,10/30/2015,118502,629923,346761,27,2
10/30/2015 21:19,10/30/2015,131865,916999,346773,28,2
10/30/2015 13:42,10/30/2015,10485,14955,34401,17.9,2
10/30/2015 19:51,10/30/2015,110700,347349,347301,14.8,2
10/30/2015 14:09,10/30/2015,18913,420148,347625,4,1.2
10/30/2015 7:19,10/30/2015,918534,122046,347649,3.5,1.05
10/30/2015 20:48,10/30/2015,124867,950983,347649,8.08,2
10/30/2015 11:36,10/30/2015,970727,335511,347661,1.5,0.45
10/30/2015 18:07,10/30/2015,85850,416,34461,3.5,1.05
10/30/2015 22:02,10/30/2015,140876,421066,34461,16,2
10/30/2015 11:14,10/30/2015,963643,637989,347829,2.7,0.81
10/30/2015 12:00,10/30/2015,977574,227550,347829,10.5,2
10/30/2015 21:33,10/30/2015,134858,227220,347829,5,1.5
10/30/2015 12:11,10/30/2015,982905,674206,348069,3.5,1.05
10/30/2015 12:52,10/30/2015,994754,10038,348069,9.5,2
10/30/2015 16:31,10/30/2015,67719,810522,348309,31.8,2
10/30/2015 13:14,10/30/2015,1927,53489,348333,10,2
10/30/2015 18:04,10/30/2015,85264,704934,348381,11.2,2
10/30/2015 19:01,10/30/2015,97355,770519,348513,8.2,2
10/30/2015 19:58,10/30/2015,112415,231790,348513,4.8,1.44
10/30/2015 20:29,10/30/2015,120388,5565,348549,8.3,2
10/30/2015 11:13,10/30/2015,963326,39671,348597,0,0
10/30/2015 9:16,10/30/2015,935595,3207,348645,6,1.8
10/30/2015 18:41,10/30/2015,93114,2183,348669,8.6,2
10/30/2015 12:57,10/30/2015,995982,842,348753,3.8,1.14
10/30/2015 12:57,10/30/2015,996067,900,348753,3.8,1.14
10/30/2015 18:50,10/30/2015,95037,233270,348957,25,2
10/30/2015 20:56,10/30/2015,126853,129203,348957,20,2
10/30/2015 12:28,10/30/2015,988501,264101,349209,5.61,1.68
10/30/2015 20:33,10/30/2015,121225,185460,349713,27,2
10/30/2015 21:19,10/30/2015,131787,958670,349713,6.5,1.95
10/30/2015 21:20,10/30/2015,132032,11138,349713,6.5,1.95
10/30/2015 21:26,10/30/2015,133387,958670,349713,5,0
10/30/2015 16:00,10/30/2015,59782,525863,349725,6,1.8
10/30/2015 9:29,10/30/2015,938528,3731,349761,24,2
10/30/2015 18:58,10/30/2015,96692,999892,349773,6,1.8
10/30/2015 18:24,10/30/2015,89512,197526,350949,11.8,2
10/30/2015 18:50,10/30/2015,94954,8524,351105,48,2
10/30/2015 20:57,10/30/2015,127123,246203,351105,21,2
10/30/2015 17:24,10/30/2015,77663,682032,351117,100,2
10/30/2015 16:46,10/30/2015,70650,205491,352197,0.1,0
10/30/2015 21:17,10/30/2015,131372,80855,352413,58,2
10/30/2015 21:18,10/30/2015,131536,80855,352413,4,0
10/30/2015 19:31,10/30/2015,105464,534735,352425,8,2
10/30/2015 19:43,10/30/2015,108519,894863,352749,12,2
10/30/2015 14:44,10/30/2015,34899,603147,353121,4.7,1.41
10/30/2015 17:43,10/30/2015,81262,224317,353121,9.9,2
10/30/2015 19:39,10/30/2015,107623,225177,353121,2.1,0.63
10/30/2015 8:21,10/30/2015,925296,1916,353205,52,2
10/30/2015 9:02,10/30/2015,932397,2996,353205,48,2
10/30/2015 17:06,10/30/2015,74259,6058,353205,101.5,2
10/30/2015 11:42,10/30/2015,972308,50096,353637,7,2
10/30/2015 18:59,10/30/2015,96984,57897,353637,7.5,2
10/30/2015 19:15,10/30/2015,101482,9454,353637,8,2
10/30/2015 21:08,10/30/2015,129358,568549,353637,7,2
10/30/2015 21:18,10/30/2015,131491,352219,353637,7.5,2
10/30/2015 21:20,10/30/2015,132020,401578,353637,6.8,2
10/30/2015 9:58,10/30/2015,944721,977035,354021,9,2
10/30/2015 11:12,10/30/2015,962829,2607,354021,7,2
10/30/2015 21:33,10/30/2015,135030,183229,354045,8,2
10/30/2015 21:34,10/30/2015,135234,183229,354045,8,0
10/30/2015 9:55,10/30/2015,944122,550120,354117,4.7,1.41
10/30/2015 11:54,10/30/2015,976070,550485,354117,8,2
10/30/2015 21:34,10/30/2015,135253,409526,354609,7.5,2
10/30/2015 9:22,10/30/2015,936969,8305,354729,5.5,1.65
10/30/2015 12:50,10/30/2015,994287,3091,354729,8.5,2
10/30/2015 19:56,10/30/2015,112027,652686,354729,4.5,1.35
10/30/2015 18:28,10/30/2015,90258,40021,355005,50,2
10/30/2015 18:24,10/30/2015,89617,205491,355197,0.1,0
10/30/2015 19:21,10/30/2015,103157,205491,355209,0.01,0
10/30/2015 19:10,10/30/2015,99999,205491,355221,0.01,0
10/30/2015 13:53,10/30/2015,13934,205491,355233,0.1,0
10/30/2015 14:42,10/30/2015,33964,205491,355365,0.1,0
10/30/2015 14:30,10/30/2015,28183,205491,355377,0.01,0
10/30/2015 19:47,10/30/2015,109490,205491,355389,0.1,0
10/30/2015 14:15,10/30/2015,21486,205491,355557,0.1,0
10/30/2015 17:47,10/30/2015,82030,205491,355569,0.01,0
10/30/2015 12:32,10/30/2015,989710,745047,355797,23,2
10/30/2015 12:36,10/30/2015,990859,5226,355797,24.8,2
10/30/2015 16:17,10/30/2015,64479,9660,355833,64,2
10/30/2015 10:41,10/30/2015,954494,680515,355905,8.4,2
10/30/2015 13:45,10/30/2015,11353,680515,355905,4.2,0
10/30/2015 13:46,10/30/2015,11819,680515,355905,3.5,0
10/30/2015 10:41,10/30/2015,954474,6203,356085,0,0
10/30/2015 12:26,10/30/2015,987946,234208,356313,3.8,1.14
10/30/2015 14:11,10/30/2015,19957,43220,356313,4.8,1.44
10/30/2015 14:28,10/30/2015,27087,7674,356313,6,1.8
10/30/2015 14:30,10/30/2015,27709,990715,356313,5,1.5
10/30/2015 14:31,10/30/2015,28424,82152,356313,5,1.5
10/30/2015 16:19,10/30/2015,65005,716648,356313,12,2
10/30/2015 11:13,10/30/2015,963315,543394,356709,1.9,0.57
10/30/2015 10:18,10/30/2015,949000,575004,356733,8,2
10/30/2015 17:03,10/30/2015,73729,608630,357213,7.5,2
10/30/2015 15:26,10/30/2015,48868,138265,357237,8,2
10/30/2015 10:09,10/30/2015,947060,6839,357537,0,0
10/30/2015 10:26,10/30/2015,950991,6839,357561,0,0
10/30/2015 10:39,10/30/2015,953892,6203,357621,0,0
10/30/2015 10:43,10/30/2015,955027,6203,357621,0,0
10/30/2015 10:50,10/30/2015,956762,368748,357753,0.1,0
10/30/2015 11:29,10/30/2015,968246,368748,357837,0,0
10/30/2015 11:34,10/30/2015,970013,368748,357837,6,1.8
10/30/2015 11:27,10/30/2015,967857,615016,357897,0,0
10/30/2015 11:44,10/30/2015,972852,6839,357969,0,0
10/30/2015 12:51,10/30/2015,994501,6839,357969,7.5,2
10/30/2015 12:05,10/30/2015,980760,6839,358017,0,0
10/30/2015 12:07,10/30/2015,981433,60189,358029,0,0
10/30/2015 12:45,10/30/2015,993194,6839,358089,0,0
10/30/2015 12:53,10/30/2015,994998,7674,358125,0,0
10/30/2015 14:41,10/30/2015,33319,27454,358437,0,0
10/30/2015 14:10,10/30/2015,19411,368748,358449,0.01,0
10/30/2015 14:14,10/30/2015,20650,368748,358449,0.09,0
10/30/2015 19:44,10/30/2015,108713,100874,358449,12,2
10/30/2015 14:59,10/30/2015,40710,397182,358509,0.01,0
10/30/2015 17:49,10/30/2015,82433,823658,358509,10,2
10/30/2015 18:02,10/30/2015,84940,823658,358509,2,0
10/30/2015 19:55,10/30/2015,111803,955869,358509,8.5,2
10/30/2015 15:32,10/30/2015,51148,615016,358641,0,0
10/30/2015 15:38,10/30/2015,53190,615016,358641,0,0
10/30/2015 15:32,10/30/2015,51252,526914,358653,0,0
10/30/2015 15:50,10/30/2015,57003,606078,358725,0,0
10/30/2015 15:52,10/30/2015,57341,606078,358725,0,0
10/30/2015 15:49,10/30/2015,56585,7674,358737,2.5,0.75
10/30/2015 16:08,10/30/2015,62331,60189,358845,0,0
10/30/2015 16:16,10/30/2015,64297,82152,358905,0,0
10/30/2015 18:29,10/30/2015,90630,82152,358905,7.5,2
10/30/2015 18:31,10/30/2015,90856,7674,358905,7.5,2
10/30/2015 16:38,10/30/2015,69005,7162,359001,0.1,0
10/30/2015 19:58,10/30/2015,112299,376453,359001,14,2
10/30/2015 17:05,10/30/2015,74106,52409,359049,0,0
10/30/2015 17:06,10/30/2015,74187,8850,359049,0.3,0
10/30/2015 17:12,10/30/2015,75285,8850,359049,10,2
10/30/2015 19:15,10/30/2015,101563,894863,359241,0,0
10/30/2015 9:05,10/30/2015,933007,49966,36297,3,0.9
10/30/2015 11:31,10/30/2015,969098,804542,36297,1.2,0.36
10/30/2015 11:44,10/30/2015,972855,51927,37233,7,2
10/30/2015 12:21,10/30/2015,986257,474718,37233,13,2
10/30/2015 18:39,10/30/2015,92679,57296,37233,8,2
10/30/2015 19:30,10/30/2015,105143,934442,37557,90,2
10/30/2015 7:24,10/30/2015,918898,368955,39909,2.5,0
10/30/2015 12:45,10/30/2015,993201,190359,39909,2.5,0
10/30/2015 17:48,10/30/2015,82193,75306,39909,7.5,2
10/30/2015 8:59,10/30/2015,931910,194108,39993,7,2
10/30/2015 10:23,10/30/2015,950243,9465,39993,4,1.2
10/30/2015 22:58,10/30/2015,153781,466691,40665,7.5,2
10/30/2015 19:14,10/30/2015,101383,10102,41145,29.5,2
10/30/2015 20:29,10/30/2015,120235,231297,3813,14,2
10/30/2015 21:55,10/30/2015,139181,520811,3813,6.1,1.83
10/30/2015 11:00,10/30/2015,959249,301756,41361,7.5,2
10/30/2015 11:47,10/30/2015,973923,297129,41361,7,2
10/30/2015 11:49,10/30/2015,974482,280608,41361,5,1.5
10/30/2015 12:52,10/30/2015,994793,6002,41361,9,2
10/30/2015 14:31,10/30/2015,28698,950228,41361,2.5,0.75
10/30/2015 14:33,10/30/2015,29655,844357,41361,5,1.5
10/30/2015 14:46,10/30/2015,35847,685145,41361,5,1.5
10/30/2015 15:50,10/30/2015,56891,1594,41361,5,1.5
10/30/2015 21:01,10/30/2015,127840,26230,41433,79.8,2
10/30/2015 13:03,10/30/2015,997865,235206,41865,68,2
10/30/2015 13:04,10/30/2015,998403,539060,41865,40,2
10/30/2015 21:32,10/30/2015,134782,501649,41865,42,2
10/30/2015 10:50,10/30/2015,956685,449225,42201,15.4,2
10/30/2015 16:46,10/30/2015,70617,885801,42201,2,0.6
10/30/2015 14:12,10/30/2015,20122,107411,42417,10,2
10/30/2015 20:37,10/30/2015,122262,814366,42417,7,2
10/30/2015 20:06,10/30/2015,114587,706739,42897,6.9,2
10/30/2015 8:20,10/30/2015,925109,183542,43029,7,2
10/30/2015 10:38,10/30/2015,953666,6839,43929,0,0
10/30/2015 10:43,10/30/2015,954966,325714,44157,12,2
10/30/2015 19:05,10/30/2015,98340,57971,44433,5,1.5
10/30/2015 22:14,10/30/2015,144298,22644,44433,14.5,2
10/30/2015 13:30,10/30/2015,6745,123872,44649,20.6,2
